Restaurant B,Shared_Voter_Count,Votes,Rank,Category A,Restaurant A,Category B
City Dogs,16,294,1.0,Fried Rice,Moms Siam,Hot Dogs
Joeys Hot Dogs,6,62,7.0,Fried Rice,Moms Siam,Hot Dogs
Horne Dogs,4,71,5.0,Fried Rice,Moms Siam,Hot Dogs
Boulevard Burger and Brew,4,79,3.0,Fried Rice,Moms Siam,Hot Dogs
Black Lodge,3,84,2.0,Fried Rice,Moms Siam,Hot Dogs
Joes Inn the Fan,6,128,3.0,Fried Rice,Moms Siam,Breakfast
Dots Back Inn,5,34,16.0,Fried Rice,Moms Siam,Breakfast
SBs Main Street Love Shack,5,107,4.0,Fried Rice,Moms Siam,Breakfast
Nates Bagels,5,67,6.0,Fried Rice,Moms Siam,Breakfast
Moore Street Cafe,5,171,1.0,Fried Rice,Moms Siam,Breakfast
Kuba Kuba,8,135,2.0,Fried Rice,Moms Siam,Lunch
Union Market,5,135,2.0,Fried Rice,Moms Siam,Lunch
Chioccas,4,50,9.0,Fried Rice,Moms Siam,Lunch
Joes Inn In The Fan,4,123,4.0,Fried Rice,Moms Siam,Lunch
Cobra Cabana,3,61,6.0,Fried Rice,Moms Siam,Lunch
Edos Squid,11,139,1.0,Fried Rice,Moms Siam,Date Night
Rowland,3,10,26.0,Fried Rice,Moms Siam,Date Night
LOpossum,3,130,2.0,Fried Rice,Moms Siam,Date Night
The Boathouse,3,24,17.0,Fried Rice,Moms Siam,Date Night
Stellas,3,124,3.0,Fried Rice,Moms Siam,Date Night
Perlys,7,163,1.0,Fried Rice,Moms Siam,Brunch
Helens,6,65,7.0,Fried Rice,Moms Siam,Brunch
SBs Main Street Love Shack,5,107,3.0,Fried Rice,Moms Siam,Brunch
821 Cafe,3,48,11.0,Fried Rice,Moms Siam,Brunch
Millies Diner,3,83,4.0,Fried Rice,Moms Siam,Brunch
1115 (Eleven Fifteen),9,136,2.0,Fried Rice,Moms Siam,Food Truck
Goatocado,5,54,6.0,Fried Rice,Moms Siam,Food Truck
Tiny Vegan,4,53,7.0,Fried Rice,Moms Siam,Food Truck
River City Wood Fire,4,133,3.0,Fried Rice,Moms Siam,Food Truck
Intergalactic Tacos,3,95,4.0,Fried Rice,Moms Siam,Food Truck
Blanchards,7,146,1.0,Fried Rice,Moms Siam,Cafe
The Smoky Mug,4,75,5.0,Fried Rice,Moms Siam,Cafe
Sub Rosa,4,97,3.0,Fried Rice,Moms Siam,Cafe
Lamplighter Coffee Roasters,3,109,2.0,Fried Rice,Moms Siam,Cafe
Lift Coffee Shop,3,25,18.0,Fried Rice,Moms Siam,Cafe
ZZQ,88,598,1.0,Breakfast,Moore Street Cafe,BBQ
The Smoky Mug,17,99,3.0,Breakfast,Moore Street Cafe,BBQ
Deep Run Roadhouse,10,81,5.0,Breakfast,Moore Street Cafe,BBQ
Mission BBQ,6,69,6.0,Breakfast,Moore Street Cafe,BBQ
Alamo / Frontier by Alamo,5,88,4.0,Breakfast,Moore Street Cafe,BBQ
Zorch,32,229,1.0,Breakfast,Moore Street Cafe,Pizza
Belmont Pizza,18,120,3.0,Breakfast,Moore Street Cafe,Pizza
Pizza Bones,16,124,2.0,Breakfast,Moore Street Cafe,Pizza
Secret Squares,12,69,8.0,Breakfast,Moore Street Cafe,Pizza
PBR,11,75,7.0,Breakfast,Moore Street Cafe,Pizza
TBT El Gallo,24,166,2.0,Breakfast,Moore Street Cafe,Tacos
Dont Look Back,20,129,3.0,Breakfast,Moore Street Cafe,Tacos
El Chido,19,98,5.0,Breakfast,Moore Street Cafe,Tacos
Y Tu Mama,12,84,6.0,Breakfast,Moore Street Cafe,Tacos
En Su Boca,11,111,4.0,Breakfast,Moore Street Cafe,Tacos
Cobra Burger,43,317,1.0,Breakfast,Moore Street Cafe,Burgers
Beauvine Burger Concept,21,180,2.0,Breakfast,Moore Street Cafe,Burgers
Eazzy Burger,18,91,6.0,Breakfast,Moore Street Cafe,Burgers
Smashed RVA,12,154,3.0,Breakfast,Moore Street Cafe,Burgers
Boulevard Burger and Brew,12,110,4.0,Breakfast,Moore Street Cafe,Burgers
Stanleys,23,158,2.0,Breakfast,Moore Street Cafe,Sandwich
Chioccas,21,126,4.0,Breakfast,Moore Street Cafe,Sandwich
Fat Kid Sandwiches in Hatch Local,20,90,8.0,Breakfast,Moore Street Cafe,Sandwich
Garnetts,17,173,1.0,Breakfast,Moore Street Cafe,Sandwich
Coppolas Deli,17,132,3.0,Breakfast,Moore Street Cafe,Sandwich
Lucky AF,45,268,1.0,Breakfast,Moore Street Cafe,Sushi
Fighting Fish,26,126,3.0,Breakfast,Moore Street Cafe,Sushi
Akida,24,196,2.0,Breakfast,Moore Street Cafe,Sushi
LEVEL,13,66,7.0,Breakfast,Moore Street Cafe,Sushi
Miyabi Sushi,9,68,6.0,Breakfast,Moore Street Cafe,Sushi
Goatocado,23,182,1.0,Breakfast,Moore Street Cafe,Veg
821 Cafe,22,147,2.0,Breakfast,Moore Street Cafe,Veg
Roots Natural Kitchen,18,119,3.0,Breakfast,Moore Street Cafe,Veg
Nile Ethiopian,13,93,4.0,Breakfast,Moore Street Cafe,Veg
Soul N Vinegar,8,39,11.0,Breakfast,Moore Street Cafe,Veg
Lemon Cuisine of India,29,183,1.0,Breakfast,Moore Street Cafe,Curry
Sabai,20,140,2.0,Breakfast,Moore Street Cafe,Curry
Mekong,15,128,3.0,Breakfast,Moore Street Cafe,Curry
Moms Siam,13,114,5.0,Breakfast,Moore Street Cafe,Curry
Tulsi Indian Cuisine,13,121,4.0,Breakfast,Moore Street Cafe,Curry
Pho Tay Do,33,248,1.0,Breakfast,Moore Street Cafe,Noodles
Mekong,28,210,2.0,Breakfast,Moore Street Cafe,Noodles
Pho Thein Phat / Pho So 1,15,125,3.0,Breakfast,Moore Street Cafe,Noodles
Pho Luca,13,106,4.0,Breakfast,Moore Street Cafe,Noodles
Vietnam 1,11,76,7.0,Breakfast,Moore Street Cafe,Noodles
City Dogs,34,294,1.0,Breakfast,Moore Street Cafe,Hot Dogs
Black Lodge,13,84,2.0,Breakfast,Moore Street Cafe,Hot Dogs
Joeys Hot Dogs,11,62,7.0,Breakfast,Moore Street Cafe,Hot Dogs
Boulevard Burger and Brew,10,79,3.0,Breakfast,Moore Street Cafe,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,10,77,4.0,Breakfast,Moore Street Cafe,Hot Dogs
Fat Dragon,36,209,1.0,Breakfast,Moore Street Cafe,Fried Rice
Peter Chang Richmond,14,128,2.0,Breakfast,Moore Street Cafe,Fried Rice
Mekong,10,89,3.0,Breakfast,Moore Street Cafe,Fried Rice
Lucky AF,7,49,6.0,Breakfast,Moore Street Cafe,Fried Rice
Full Kee,6,44,7.0,Breakfast,Moore Street Cafe,Fried Rice
Joes Inn In The Fan,27,123,4.0,Breakfast,Moore Street Cafe,Lunch
Union Market,22,135,2.0,Breakfast,Moore Street Cafe,Lunch
Garnetts,18,137,1.0,Breakfast,Moore Street Cafe,Lunch
Kuba Kuba,17,135,2.0,Breakfast,Moore Street Cafe,Lunch
New York Deli,10,51,7.0,Breakfast,Moore Street Cafe,Lunch
LOpossum,19,130,2.0,Breakfast,Moore Street Cafe,Date Night
Edos Squid,19,139,1.0,Breakfast,Moore Street Cafe,Date Night
Stellas,15,124,3.0,Breakfast,Moore Street Cafe,Date Night
Grisette,14,80,4.0,Breakfast,Moore Street Cafe,Date Night
Alewife,10,75,5.0,Breakfast,Moore Street Cafe,Date Night
Moore Street Cafe,46,83,4.0,Breakfast,Moore Street Cafe,Brunch
Perlys,23,163,1.0,Breakfast,Moore Street Cafe,Brunch
SBs Main Street Love Shack,14,107,3.0,Breakfast,Moore Street Cafe,Brunch
LUNCH.SUPPER!,14,131,2.0,Breakfast,Moore Street Cafe,Brunch
Millies Diner,12,83,4.0,Breakfast,Moore Street Cafe,Brunch
Auntie Nings,15,84,5.0,Breakfast,Moore Street Cafe,Food Truck
1115 (Eleven Fifteen),15,136,2.0,Breakfast,Moore Street Cafe,Food Truck
Smashed RVA,15,190,1.0,Breakfast,Moore Street Cafe,Food Truck
River City Wood Fire,12,133,3.0,Breakfast,Moore Street Cafe,Food Truck
Cluck N Roll,10,40,12.0,Breakfast,Moore Street Cafe,Food Truck
The Smoky Mug,18,75,5.0,Breakfast,Moore Street Cafe,Cafe
Sub Rosa,15,97,3.0,Breakfast,Moore Street Cafe,Cafe
Stir Crazy Cafe,13,62,6.0,Breakfast,Moore Street Cafe,Cafe
Blanchards,11,146,1.0,Breakfast,Moore Street Cafe,Cafe
Lamplighter Coffee Roasters,10,109,2.0,Breakfast,Moore Street Cafe,Cafe
ZZQ,80,598,1.0,Breakfast,Perlys,BBQ
The Smoky Mug,11,99,3.0,Breakfast,Perlys,BBQ
Alamo / Frontier by Alamo,10,88,4.0,Breakfast,Perlys,BBQ
Get Tight Lounge,7,46,8.0,Breakfast,Perlys,BBQ
Deep Run Roadhouse,4,81,5.0,Breakfast,Perlys,BBQ
Zorch,31,229,1.0,Breakfast,Perlys,Pizza
Pizza Bones,30,124,2.0,Breakfast,Perlys,Pizza
8 ½ in The Fan,16,118,4.0,Breakfast,Perlys,Pizza
Hot For Pizza,14,95,5.0,Breakfast,Perlys,Pizza
Mary Angelas,11,94,6.0,Breakfast,Perlys,Pizza
TBT El Gallo,19,166,2.0,Breakfast,Perlys,Tacos
El Chido,18,98,5.0,Breakfast,Perlys,Tacos
Y Tu Mama,16,84,6.0,Breakfast,Perlys,Tacos
Sincero,14,29,14.0,Breakfast,Perlys,Tacos
En Su Boca,13,111,4.0,Breakfast,Perlys,Tacos
Cobra Burger,53,317,1.0,Breakfast,Perlys,Burgers
Beauvine Burger Concept,27,180,2.0,Breakfast,Perlys,Burgers
Eazzy Burger,15,91,6.0,Breakfast,Perlys,Burgers
Cobra Cabana,7,110,4.0,Breakfast,Perlys,Burgers
Carytown Burger and Fries,7,60,8.0,Breakfast,Perlys,Burgers
Perlys,31,115,6.0,Breakfast,Perlys,Sandwich
Stanleys,26,158,2.0,Breakfast,Perlys,Sandwich
Union Market,22,108,7.0,Breakfast,Perlys,Sandwich
Garnetts,22,173,1.0,Breakfast,Perlys,Sandwich
Coppolas Deli,15,132,3.0,Breakfast,Perlys,Sandwich
Akida,35,196,2.0,Breakfast,Perlys,Sushi
Lucky AF,31,268,1.0,Breakfast,Perlys,Sushi
Fighting Fish,20,126,3.0,Breakfast,Perlys,Sushi
Sticky Rice,11,96,4.0,Breakfast,Perlys,Sushi
LEVEL,9,66,7.0,Breakfast,Perlys,Sushi
Nile Ethiopian,24,93,4.0,Breakfast,Perlys,Veg
Goatocado,22,182,1.0,Breakfast,Perlys,Veg
Roots Natural Kitchen,11,119,3.0,Breakfast,Perlys,Veg
Harrison Street Cafe,10,64,5.0,Breakfast,Perlys,Veg
Sen Organic Small Plate,9,51,6.0,Breakfast,Perlys,Veg
Lemon Cuisine of India,26,183,1.0,Breakfast,Perlys,Curry
Sabai,22,140,2.0,Breakfast,Perlys,Curry
Tulsi Indian Cuisine,18,121,4.0,Breakfast,Perlys,Curry
Mekong,15,128,3.0,Breakfast,Perlys,Curry
Moms Siam,11,114,5.0,Breakfast,Perlys,Curry
Pho Tay Do,53,248,1.0,Breakfast,Perlys,Noodles
Mekong,21,210,2.0,Breakfast,Perlys,Noodles
Pho Thein Phat / Pho So 1,14,125,3.0,Breakfast,Perlys,Noodles
Pho Luca,9,106,4.0,Breakfast,Perlys,Noodles
Moms Siam,9,83,5.0,Breakfast,Perlys,Noodles
City Dogs,34,294,1.0,Breakfast,Perlys,Hot Dogs
Black Lodge,14,84,2.0,Breakfast,Perlys,Hot Dogs
Horne Dogs,12,71,5.0,Breakfast,Perlys,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,10,77,4.0,Breakfast,Perlys,Hot Dogs
The Boardwalk,10,58,8.0,Breakfast,Perlys,Hot Dogs
Peter Chang Richmond,22,128,2.0,Breakfast,Perlys,Fried Rice
Fat Dragon,13,209,1.0,Breakfast,Perlys,Fried Rice
Sabai,9,71,4.0,Breakfast,Perlys,Fried Rice
Mekong,7,89,3.0,Breakfast,Perlys,Fried Rice
Full Kee,6,44,7.0,Breakfast,Perlys,Fried Rice
Union Market,26,135,2.0,Breakfast,Perlys,Lunch
Garnetts,22,137,1.0,Breakfast,Perlys,Lunch
Kuba Kuba,18,135,2.0,Breakfast,Perlys,Lunch
Coppolas Deli,13,83,5.0,Breakfast,Perlys,Lunch
Joes Inn In The Fan,7,123,4.0,Breakfast,Perlys,Lunch
Edos Squid,23,139,1.0,Breakfast,Perlys,Date Night
Alewife,19,75,5.0,Breakfast,Perlys,Date Night
LOpossum,14,130,2.0,Breakfast,Perlys,Date Night
Stellas,12,124,3.0,Breakfast,Perlys,Date Night
Grisette,11,80,4.0,Breakfast,Perlys,Date Night
Perlys,68,163,1.0,Breakfast,Perlys,Brunch
Helens,14,65,7.0,Breakfast,Perlys,Brunch
LUNCH.SUPPER!,9,131,2.0,Breakfast,Perlys,Brunch
The Liberty Public House,8,55,10.0,Breakfast,Perlys,Brunch
SBs Main Street Love Shack,7,107,3.0,Breakfast,Perlys,Brunch
Auntie Nings,18,84,5.0,Breakfast,Perlys,Food Truck
Smashed RVA,15,190,1.0,Breakfast,Perlys,Food Truck
Intergalactic Tacos,14,95,4.0,Breakfast,Perlys,Food Truck
Goatocado,11,54,6.0,Breakfast,Perlys,Food Truck
1115 (Eleven Fifteen),10,136,2.0,Breakfast,Perlys,Food Truck
Blanchards,21,146,1.0,Breakfast,Perlys,Cafe
